distrito,ano,semana,casos_notificados,semana_epidemiologica
LURIN,2024,18,35,2024-SE18
LURIN,2024,19,41,2024-SE19
LURIN,2024,20,29,2024-SE20
LURIN,2024,21,16,2024-SE21
LURIN,2024,22,10,2024-SE22
LURIN,2024,23,2,2024-SE23
LURIN,2024,24,2,2024-SE24
LURIN,2024,25,1,2024-SE25
LURIN,2024,26,2,2024-SE26
LURIN,2024,27,2,2024-SE27
MAGDALENA DEL MAR,2020,45,1,2020-SE45
MAGDALENA DEL MAR,2023,15,1,2023-SE15
MAGDALENA DEL MAR,2023,18,1,2023-SE18
MAGDALENA DEL MAR,2023,19,1,2023-SE19
MAGDALENA DEL MAR,2023,20,4,2023-SE20
MAGDALENA DEL MAR,2023,21,1,2023-SE21
MAGDALENA DEL MAR,2023,22,3,2023-SE22
MAGDALENA DEL MAR,2023,23,5,2023-SE23
MAGDALENA DEL MAR,2023,24,2,2023-SE24
MAGDALENA DEL MAR,2023,25,1,2023-SE25
MAGDALENA DEL MAR,2023,26,3,2023-SE26
MAGDALENA DEL MAR,2023,27,4,2023-SE27
MAGDALENA DEL MAR,2023,28,1,2023-SE28
MAGDALENA DEL MAR,2023,30,1,2023-SE30
MAGDALENA DEL MAR,2023,31,1,2023-SE31
MAGDALENA DEL MAR,2023,33,1,2023-SE33
MAGDALENA DEL MAR,2023,37,1,2023-SE37
MAGDALENA DEL MAR,2024,3,1,2024-SE03
MAGDALENA DEL MAR,2024,8,1,2024-SE08
MAGDALENA DEL MAR,2024,9,4,2024-SE09
MAGDALENA DEL MAR,2024,10,9,2024-SE10
MAGDALENA DEL MAR,2024,11,4,2024-SE11
MAGDALENA DEL MAR,2024,12,3,2024-SE12
MAGDALENA DEL MAR,2024,13,11,2024-SE13
MAGDALENA DEL MAR,2024,14,8,2024-SE14
MAGDALENA DEL MAR,2024,15,14,2024-SE15
MAGDALENA DEL MAR,2024,16,21,2024-SE16
MAGDALENA DEL MAR,2024,17,17,2024-SE17
MAGDALENA DEL MAR,2024,18,16,2024-SE18
MAGDALENA DEL MAR,2024,19,13,2024-SE19
MAGDALENA DEL MAR,2024,20,10,2024-SE20
MAGDALENA DEL MAR,2024,21,15,2024-SE21
MAGDALENA DEL MAR,2024,22,7,2024-SE22
MAGDALENA DEL MAR,2024,23,12,2024-SE23
MAGDALENA DEL MAR,2024,24,4,2024-SE24
MAGDALENA DEL MAR,2024,25,5,2024-SE25
MALA,2022,17,1,2022-SE17
MALA,2022,19,2,2022-SE19
MALA,2023,12,1,2023-SE12
MALA,2023,13,3,2023-SE13
MALA,2023,14,10,2023-SE14
MALA,2023,15,60,2023-SE15
MALA,2023,16,97,2023-SE16
MALA,2023,17,67,2023-SE17
MALA,2023,18,33,2023-SE18
MALA,2023,19,49,2023-SE19
MALA,2023,20,92,2023-SE20
MALA,2023,21,40,2023-SE21
MALA,2023,22,49,2023-SE22
MALA,2023,23,43,2023-SE23
MALA,2023,24,51,2023-SE24
MALA,2023,25,19,2023-SE25
MALA,2023,26,29,2023-SE26
MALA,2023,27,8,2023-SE27
MALA,2023,28,8,2023-SE28
MALA,2023,29,9,2023-SE29
MALA,2023,30,8,2023-SE30
MALA,2023,31,3,2023-SE31
MALA,2023,32,4,2023-SE32
MALA,2023,33,7,2023-SE33
MALA,2023,36,1,2023-SE36
MALA,2023,37,1,2023-SE37
MALA,2023,38,4,2023-SE38
MALA,2023,41,1,2023-SE41
MALA,2024,3,2,2024-SE03
MALA,2024,6,1,2024-SE06
MALA,2024,7,4,2024-SE07
MALA,2024,8,7,2024-SE08
MALA,2024,9,11,2024-SE09
MALA,2024,10,14,2024-SE10
MALA,2024,11,26,2024-SE11
MALA,2024,12,30,2024-SE12
MALA,2024,13,46,2024-SE13
MALA,2024,14,59,2024-SE14
MALA,2024,15,41,2024-SE15
MALA,2024,16,64,2024-SE16
MALA,2024,17,50,2024-SE17
MALA,2024,18,53,2024-SE18
MALA,2024,19,38,2024-SE19
MALA,2024,20,24,2024-SE20
MALA,2024,21,7,2024-SE21
MALA,2024,22,7,2024-SE22
MALA,2024,23,3,2024-SE23
MALA,2024,24,4,2024-SE24
MALA,2024,25,3,2024-SE25
MALA,2024,26,1,2024-SE26
MALA,2024,27,1,2024-SE27
MALA,2024,28,1,2024-SE28
MALA,2024,32,1,2024-SE32
MIRAFLORES,2023,14,1,2023-SE14
MIRAFLORES,2023,16,1,2023-SE16
MIRAFLORES,2023,18,1,2023-SE18
MIRAFLORES,2023,20,6,2023-SE20
MIRAFLORES,2023,21,6,2023-SE21
MIRAFLORES,2023,22,6,2023-SE22
MIRAFLORES,2023,23,3,2023-SE23
MIRAFLORES,2023,24,3,2023-SE24
MIRAFLORES,2023,25,3,2023-SE25
MIRAFLORES,2023,26,2,2023-SE26
MIRAFLORES,2023,27,3,2023-SE27
MIRAFLORES,2023,28,1,2023-SE28
MIRAFLORES,2023,32,2,2023-SE32
MIRAFLORES,2023,37,1,2023-SE37
MIRAFLORES,2023,44,1,2023-SE44
MIRAFLORES,2023,45,1,2023-SE45
MIRAFLORES,2023,52,1,2023-SE52
MIRAFLORES,2024,4,1,2024-SE04
MIRAFLORES,2024,7,1,2024-SE07
MIRAFLORES,2024,8,3,2024-SE08
MIRAFLORES,2024,9,3,2024-SE09
MIRAFLORES,2024,10,7,2024-SE10
MIRAFLORES,2024,11,22,2024-SE11
MIRAFLORES,2024,12,17,2024-SE12
MIRAFLORES,2024,13,4,2024-SE13
MIRAFLORES,2024,14,18,2024-SE14
MIRAFLORES,2024,15,17,2024-SE15
MIRAFLORES,2024,16,21,2024-SE16
MIRAFLORES,2024,17,4,2024-SE17
MIRAFLORES,2024,18,13,2024-SE18
MIRAFLORES,2024,19,6,2024-SE19
MIRAFLORES,2024,20,9,2024-SE20
MIRAFLORES,2024,21,5,2024-SE21
MIRAFLORES,2024,22,1,2024-SE22
MIRAFLORES,2024,23,1,2024-SE23
MIRAFLORES,2024,24,2,2024-SE24
MIRAFLORES,2024,25,4,2024-SE25
MIRAFLORES,2024,35,2,2024-SE35
NUEVO IMPERIAL,2021,17,1,2021-SE17
NUEVO IMPERIAL,2021,19,4,2021-SE19
NUEVO IMPERIAL,2021,20,6,2021-SE20
NUEVO IMPERIAL,2021,21,1,2021-SE21
NUEVO IMPERIAL,2021,22,4,2021-SE22
NUEVO IMPERIAL,2021,24,3,2021-SE24
NUEVO IMPERIAL,2021,25,1,2021-SE25
NUEVO IMPERIAL,2022,16,1,2022-SE16
NUEVO IMPERIAL,2022,19,1,2022-SE19
NUEVO IMPERIAL,2022,20,1,2022-SE20
NUEVO IMPERIAL,2022,21,1,2022-SE21
NUEVO IMPERIAL,2023,17,2,2023-SE17
NUEVO IMPERIAL,2023,18,1,2023-SE18
NUEVO IMPERIAL,2023,20,2,2023-SE20
NUEVO IMPERIAL,2023,21,5,2023-SE21
NUEVO IMPERIAL,2023,22,4,2023-SE22
NUEVO IMPERIAL,2023,25,1,2023-SE25
NUEVO IMPERIAL,2023,26,1,2023-SE26
NUEVO IMPERIAL,2023,28,2,2023-SE28
NUEVO IMPERIAL,2023,32,1,2023-SE32
NUEVO IMPERIAL,2024,4,1,2024-SE04
NUEVO IMPERIAL,2024,5,3,2024-SE05
NUEVO IMPERIAL,2024,7,1,2024-SE07
NUEVO IMPERIAL,2024,8,3,2024-SE08
NUEVO IMPERIAL,2024,9,14,2024-SE09
NUEVO IMPERIAL,2024,10,11,2024-SE10
NUEVO IMPERIAL,2024,11,29,2024-SE11
NUEVO IMPERIAL,2024,12,33,2024-SE12
NUEVO IMPERIAL,2024,13,24,2024-SE13
NUEVO IMPERIAL,2024,14,36,2024-SE14
NUEVO IMPERIAL,2024,15,34,2024-SE15
NUEVO IMPERIAL,2024,16,42,2024-SE16
NUEVO IMPERIAL,2024,17,23,2024-SE17
NUEVO IMPERIAL,2024,18,20,2024-SE18
NUEVO IMPERIAL,2024,19,19,2024-SE19
NUEVO IMPERIAL,2024,20,10,2024-SE20
NUEVO IMPERIAL,2024,21,7,2024-SE21
NUEVO IMPERIAL,2024,22,4,2024-SE22
NUEVO IMPERIAL,2024,23,3,2024-SE23
NUEVO IMPERIAL,2024,24,1,2024-SE24
NUEVO IMPERIAL,2024,27,1,2024-SE27
PACARAN,2024,15,1,2024-SE15
PACARAN,2024,16,1,2024-SE16
PACARAN,2024,17,1,2024-SE17
PACARAN,2024,18,1,2024-SE18
PACARAN,2024,19,1,2024-SE19
PACHACAMAC,2022,11,2,2022-SE11
PACHACAMAC,2022,12,4,2022-SE12
PACHACAMAC,2022,13,8,2022-SE13
PACHACAMAC,2022,14,16,2022-SE14
PACHACAMAC,2022,15,9,2022-SE15
PACHACAMAC,2022,16,8,2022-SE16
PACHACAMAC,2022,17,12,2022-SE17
PACHACAMAC,2022,18,10,2022-SE18
PACHACAMAC,2022,19,9,2022-SE19
PACHACAMAC,2022,20,5,2022-SE20
PACHACAMAC,2022,21,4,2022-SE21
PACHACAMAC,2022,22,2,2022-SE22
PACHACAMAC,2022,23,1,2022-SE23
PACHACAMAC,2023,16,5,2023-SE16
PACHACAMAC,2023,17,3,2023-SE17
PACHACAMAC,2023,18,17,2023-SE18
PACHACAMAC,2023,19,24,2023-SE19
PACHACAMAC,2023,20,25,2023-SE20
PACHACAMAC,2023,21,18,2023-SE21
PACHACAMAC,2023,22,21,2023-SE22
PACHACAMAC,2023,23,4,2023-SE23
PACHACAMAC,2023,24,7,2023-SE24
PACHACAMAC,2023,25,5,2023-SE25
PACHACAMAC,2023,26,2,2023-SE26
PACHACAMAC,2023,29,1,2023-SE29
PACHACAMAC,2023,31,1,2023-SE31
PACHACAMAC,2023,36,1,2023-SE36
PACHACAMAC,2023,42,1,2023-SE42
PACHACAMAC,2023,43,1,2023-SE43
PACHACAMAC,2023,44,2,2023-SE44
PACHACAMAC,2023,45,2,2023-SE45
PACHACAMAC,2023,47,1,2023-SE47
PACHACAMAC,2023,48,1,2023-SE48
PACHACAMAC,2024,2,3,2024-SE02
PACHACAMAC,2024,4,1,2024-SE04
PACHACAMAC,2024,5,7,2024-SE05
PACHACAMAC,2024,6,12,2024-SE06
PACHACAMAC,2024,7,9,2024-SE07
PACHACAMAC,2024,8,27,2024-SE08
PACHACAMAC,2024,9,36,2024-SE09
PACHACAMAC,2024,10,34,2024-SE10
PACHACAMAC,2024,11,58,2024-SE11
PACHACAMAC,2024,12,61,2024-SE12
PACHACAMAC,2024,13,77,2024-SE13
PACHACAMAC,2024,14,134,2024-SE14
PACHACAMAC,2024,15,126,2024-SE15
PACHACAMAC,2024,16,148,2024-SE16
PACHACAMAC,2024,17,137,2024-SE17
PACHACAMAC,2024,18,122,2024-SE18
PACHACAMAC,2024,19,123,2024-SE19
PACHACAMAC,2024,20,83,2024-SE20
PACHACAMAC,2024,21,72,2024-SE21
PACHACAMAC,2024,22,41,2024-SE22
PACHACAMAC,2024,23,11,2024-SE23
PACHACAMAC,2024,24,10,2024-SE24
PACHACAMAC,2024,25,4,2024-SE25
PACHACAMAC,2024,26,1,2024-SE26
PACHACAMAC,2024,27,2,2024-SE27
PACHACAMAC,2024,29,2,2024-SE29
PACHACAMAC,2024,42,1,2024-SE42
PARAMONGA,2023,16,1,2023-SE16
PARAMONGA,2023,35,4,2023-SE35
PARAMONGA,2023,36,1,2023-SE36
PARAMONGA,2023,37,1,2023-SE37
PARAMONGA,2023,38,2,2023-SE38
PARAMONGA,2023,39,4,2023-SE39
PARAMONGA,2023,40,2,2023-SE40
PARAMONGA,2023,41,2,2023-SE41
PARAMONGA,2023,44,2,2023-SE44
PARAMONGA,2023,45,1,2023-SE45
PARAMONGA,2023,46,3,2023-SE46
PARAMONGA,2023,47,1,2023-SE47
PARAMONGA,2023,49,2,2023-SE49
PARAMONGA,2024,2,1,2024-SE02
PARAMONGA,2024,3,3,2024-SE03
PARAMONGA,2024,4,8,2024-SE04
PARAMONGA,2024,5,24,2024-SE05
PARAMONGA,2024,6,22,2024-SE06
PARAMONGA,2024,7,44,2024-SE07
PARAMONGA,2024,8,52,2024-SE08
PARAMONGA,2024,9,64,2024-SE09
PARAMONGA,2024,10,72,2024-SE10
PARAMONGA,2024,11,69,2024-SE11
PARAMONGA,2024,12,74,2024-SE12
PARAMONGA,2024,13,71,2024-SE13
PARAMONGA,2024,14,68,2024-SE14
PARAMONGA,2024,15,73,2024-SE15
PARAMONGA,2024,16,51,2024-SE16
PARAMONGA,2024,17,48,2024-SE17
PARAMONGA,2024,18,36,2024-SE18
PARAMONGA,2024,19,34,2024-SE19
PARAMONGA,2024,20,7,2024-SE20
PARAMONGA,2024,21,8,2024-SE21
PARAMONGA,2024,22,1,2024-SE22
PARAMONGA,2024,23,2,2024-SE23
PATIVILCA,2024,2,1,2024-SE02
PATIVILCA,2024,6,5,2024-SE06
PATIVILCA,2024,7,3,2024-SE07
PATIVILCA,2024,8,10,2024-SE08
PATIVILCA,2024,9,27,2024-SE09
PATIVILCA,2024,10,14,2024-SE10
PATIVILCA,2024,11,35,2024-SE11
PATIVILCA,2024,12,33,2024-SE12
PATIVILCA,2024,13,34,2024-SE13
PATIVILCA,2024,14,20,2024-SE14
PATIVILCA,2024,15,17,2024-SE15
PATIVILCA,2024,16,23,2024-SE16
PATIVILCA,2024,17,24,2024-SE17
PATIVILCA,2024,18,34,2024-SE18
PATIVILCA,2024,19,6,2024-SE19
PATIVILCA,2024,20,5,2024-SE20
PATIVILCA,2024,21,9,2024-SE21
PATIVILCA,2024,22,2,2024-SE22
PATIVILCA,2024,30,1,2024-SE30
PATIVILCA,2024,34,1,2024-SE34
PUCUSANA,2017,16,2,2017-SE16
PUCUSANA,2017,22,1,2017-SE22
PUCUSANA,2017,23,1,2017-SE23
PUCUSANA,2017,25,1,2017-SE25
PUCUSANA,2023,17,1,2023-SE17
PUCUSANA,2023,20,6,2023-SE20
PUCUSANA,2023,21,5,2023-SE21
PUCUSANA,2023,22,9,2023-SE22
PUCUSANA,2023,23,4,2023-SE23
PUCUSANA,2023,24,2,2023-SE24
PUCUSANA,2023,26,3,2023-SE26
PUCUSANA,2023,33,1,2023-SE33
PUCUSANA,2023,35,1,2023-SE35
PUCUSANA,2023,49,1,2023-SE49
PUCUSANA,2024,4,1,2024-SE04
PUCUSANA,2024,5,10,2024-SE05
PUCUSANA,2024,6,24,2024-SE06
PUCUSANA,2024,7,47,2024-SE07
PUCUSANA,2024,8,49,2024-SE08
PUCUSANA,2024,9,54,2024-SE09
PUCUSANA,2024,10,56,2024-SE10
PUCUSANA,2024,11,73,2024-SE11
PUCUSANA,2024,12,52,2024-SE12
PUCUSANA,2024,13,54,2024-SE13
PUCUSANA,2024,14,57,2024-SE14
PUCUSANA,2024,15,49,2024-SE15
PUCUSANA,2024,16,39,2024-SE16
PUCUSANA,2024,17,28,2024-SE17
PUCUSANA,2024,18,31,2024-SE18
PUCUSANA,2024,19,21,2024-SE19
PUCUSANA,2024,20,8,2024-SE20
PUCUSANA,2024,21,6,2024-SE21
PUCUSANA,2024,22,1,2024-SE22
PUCUSANA,2024,23,1,2024-SE23
PUEBLO LIBRE,2017,44,1,2017-SE44
PUEBLO LIBRE,2023,18,2,2023-SE18
PUEBLO LIBRE,2023,19,8,2023-SE19
PUEBLO LIBRE,2023,20,7,2023-SE20
PUEBLO LIBRE,2023,21,7,2023-SE21
PUEBLO LIBRE,2023,22,7,2023-SE22
PUEBLO LIBRE,2023,23,7,2023-SE23
PUEBLO LIBRE,2023,24,4,2023-SE24
PUEBLO LIBRE,2023,25,6,2023-SE25
PUEBLO LIBRE,2023,26,9,2023-SE26
PUEBLO LIBRE,2023,27,4,2023-SE27
PUEBLO LIBRE,2023,28,2,2023-SE28
PUEBLO LIBRE,2023,30,1,2023-SE30
PUEBLO LIBRE,2023,32,2,2023-SE32
PUEBLO LIBRE,2023,34,1,2023-SE34
PUEBLO LIBRE,2023,38,1,2023-SE38
PUEBLO LIBRE,2023,49,1,2023-SE49
PUEBLO LIBRE,2024,5,1,2024-SE05
PUEBLO LIBRE,2024,8,2,2024-SE08
PUEBLO LIBRE,2024,9,9,2024-SE09
PUEBLO LIBRE,2024,10,8,2024-SE10
PUEBLO LIBRE,2024,11,10,2024-SE11
PUEBLO LIBRE,2024,12,15,2024-SE12
PUEBLO LIBRE,2024,13,19,2024-SE13
PUEBLO LIBRE,2024,14,36,2024-SE14
PUEBLO LIBRE,2024,15,33,2024-SE15
PUEBLO LIBRE,2024,16,37,2024-SE16
PUEBLO LIBRE,2024,17,36,2024-SE17
PUEBLO LIBRE,2024,18,48,2024-SE18
PUEBLO LIBRE,2024,19,34,2024-SE19
PUEBLO LIBRE,2024,20,33,2024-SE20
PUEBLO LIBRE,2024,21,19,2024-SE21
PUEBLO LIBRE,2024,22,15,2024-SE22
PUEBLO LIBRE,2024,23,22,2024-SE23
PUEBLO LIBRE,2024,24,14,2024-SE24
PUEBLO LIBRE,2024,25,8,2024-SE25
PUEBLO LIBRE,2024,38,1,2024-SE38
PUEBLO LIBRE,2024,46,1,2024-SE46
PUENTE PIEDRA,2009,19,1,2009-SE19
PUENTE PIEDRA,2012,6,5,2012-SE06
PUENTE PIEDRA,2012,7,12,2012-SE07
PUENTE PIEDRA,2012,8,13,2012-SE08
PUENTE PIEDRA,2012,10,3,2012-SE10
PUENTE PIEDRA,2012,11,3,2012-SE11
PUENTE PIEDRA,2012,12,21,2012-SE12
PUENTE PIEDRA,2012,13,14,2012-SE13
PUENTE PIEDRA,2012,14,6,2012-SE14
PUENTE PIEDRA,2012,15,4,2012-SE15
PUENTE PIEDRA,2012,16,4,2012-SE16
PUENTE PIEDRA,2012,17,1,2012-SE17
PUENTE PIEDRA,2012,18,3,2012-SE18
PUENTE PIEDRA,2012,19,9,2012-SE19
PUENTE PIEDRA,2012,20,11,2012-SE20
PUENTE PIEDRA,2012,21,8,2012-SE21
PUENTE PIEDRA,2012,22,1,2012-SE22
PUENTE PIEDRA,2012,23,1,2012-SE23
PUENTE PIEDRA,2012,25,2,2012-SE25
PUENTE PIEDRA,2012,26,2,2012-SE26
PUENTE PIEDRA,2012,27,3,2012-SE27
PUENTE PIEDRA,2012,28,2,2012-SE28
PUENTE PIEDRA,2012,29,3,2012-SE29
PUENTE PIEDRA,2012,30,3,2012-SE30
PUENTE PIEDRA,2012,31,1,2012-SE31
PUENTE PIEDRA,2012,34,1,2012-SE34
PUENTE PIEDRA,2015,12,2,2015-SE12
PUENTE PIEDRA,2015,24,1,2015-SE24
PUENTE PIEDRA,2015,25,1,2015-SE25
PUENTE PIEDRA,2015,30,3,2015-SE30
PUENTE PIEDRA,2015,34,1,2015-SE34
PUENTE PIEDRA,2017,12,1,2017-SE12
PUENTE PIEDRA,2017,13,2,2017-SE13
PUENTE PIEDRA,2017,14,5,2017-SE14
PUENTE PIEDRA,2017,15,7,2017-SE15
PUENTE PIEDRA,2017,16,12,2017-SE16
PUENTE PIEDRA,2017,17,5,2017-SE17
PUENTE PIEDRA,2017,18,1,2017-SE18
PUENTE PIEDRA,2017,19,3,2017-SE19
PUENTE PIEDRA,2017,20,4,2017-SE20
PUENTE PIEDRA,2017,21,1,2017-SE21
PUENTE PIEDRA,2017,22,2,2017-SE22
PUENTE PIEDRA,2017,23,1,2017-SE23
PUENTE PIEDRA,2017,30,1,2017-SE30
PUENTE PIEDRA,2018,48,1,2018-SE48
PUENTE PIEDRA,2020,5,2,2020-SE05
PUENTE PIEDRA,2020,6,1,2020-SE06
PUENTE PIEDRA,2020,8,3,2020-SE08
PUENTE PIEDRA,2020,13,1,2020-SE13
PUENTE PIEDRA,2020,14,1,2020-SE14
PUENTE PIEDRA,2020,16,1,2020-SE16
PUENTE PIEDRA,2021,10,1,2021-SE10
PUENTE PIEDRA,2021,11,1,2021-SE11
PUENTE PIEDRA,2021,12,11,2021-SE12
PUENTE PIEDRA,2021,13,24,2021-SE13
PUENTE PIEDRA,2021,14,39,2021-SE14
PUENTE PIEDRA,2021,15,28,2021-SE15
PUENTE PIEDRA,2021,16,12,2021-SE16
PUENTE PIEDRA,2021,17,8,2021-SE17
PUENTE PIEDRA,2021,18,4,2021-SE18
PUENTE PIEDRA,2021,19,1,2021-SE19
PUENTE PIEDRA,2022,11,1,2022-SE11
PUENTE PIEDRA,2022,12,2,2022-SE12
PUENTE PIEDRA,2022,13,3,2022-SE13
PUENTE PIEDRA,2022,14,2,2022-SE14
PUENTE PIEDRA,2022,15,8,2022-SE15
PUENTE PIEDRA,2022,16,17,2022-SE16
PUENTE PIEDRA,2022,17,13,2022-SE17
PUENTE PIEDRA,2022,18,3,2022-SE18
PUENTE PIEDRA,2022,19,4,2022-SE19
PUENTE PIEDRA,2022,21,1,2022-SE21
PUENTE PIEDRA,2022,27,1,2022-SE27
PUENTE PIEDRA,2023,6,1,2023-SE06
PUENTE PIEDRA,2023,11,1,2023-SE11
PUENTE PIEDRA,2023,12,3,2023-SE12
PUENTE PIEDRA,2023,13,4,2023-SE13
PUENTE PIEDRA,2023,14,6,2023-SE14
PUENTE PIEDRA,2023,15,30,2023-SE15
PUENTE PIEDRA,2023,16,70,2023-SE16
PUENTE PIEDRA,2023,17,79,2023-SE17
PUENTE PIEDRA,2023,18,143,2023-SE18
PUENTE PIEDRA,2023,19,161,2023-SE19
PUENTE PIEDRA,2023,20,195,2023-SE20
PUENTE PIEDRA,2023,21,150,2023-SE21
PUENTE PIEDRA,2023,22,161,2023-SE22
PUENTE PIEDRA,2023,23,144,2023-SE23
PUENTE PIEDRA,2023,24,153,2023-SE24
PUENTE PIEDRA,2023,25,133,2023-SE25
PUENTE PIEDRA,2023,26,108,2023-SE26
PUENTE PIEDRA,2023,27,88,2023-SE27
PUENTE PIEDRA,2023,28,71,2023-SE28
PUENTE PIEDRA,2023,29,53,2023-SE29
PUENTE PIEDRA,2023,30,44,2023-SE30
PUENTE PIEDRA,2023,31,38,2023-SE31
PUENTE PIEDRA,2023,32,22,2023-SE32
PUENTE PIEDRA,2023,33,15,2023-SE33
PUENTE PIEDRA,2023,34,8,2023-SE34
PUENTE PIEDRA,2023,35,10,2023-SE35
PUENTE PIEDRA,2023,36,10,2023-SE36
PUENTE PIEDRA,2023,37,4,2023-SE37
PUENTE PIEDRA,2023,38,5,2023-SE38
PUENTE PIEDRA,2023,39,3,2023-SE39
PUENTE PIEDRA,2023,40,1,2023-SE40
PUENTE PIEDRA,2023,41,1,2023-SE41
PUENTE PIEDRA,2023,42,1,2023-SE42
PUENTE PIEDRA,2023,43,3,2023-SE43
PUENTE PIEDRA,2023,46,1,2023-SE46
PUENTE PIEDRA,2023,47,1,2023-SE47
PUENTE PIEDRA,2023,48,2,2023-SE48
PUENTE PIEDRA,2023,51,1,2023-SE51
PUENTE PIEDRA,2024,2,1,2024-SE02
PUENTE PIEDRA,2024,3,5,2024-SE03
PUENTE PIEDRA,2024,4,4,2024-SE04
PUENTE PIEDRA,2024,5,7,2024-SE05
PUENTE PIEDRA,2024,6,8,2024-SE06
PUENTE PIEDRA,2024,7,21,2024-SE07
PUENTE PIEDRA,2024,8,36,2024-SE08
PUENTE PIEDRA,2024,9,51,2024-SE09
PUENTE PIEDRA,2024,10,78,2024-SE10
PUENTE PIEDRA,2024,11,134,2024-SE11
PUENTE PIEDRA,2024,12,138,2024-SE12
PUENTE PIEDRA,2024,13,141,2024-SE13
PUENTE PIEDRA,2024,14,230,2024-SE14
PUENTE PIEDRA,2024,15,223,2024-SE15
PUENTE PIEDRA,2024,16,200,2024-SE16
PUENTE PIEDRA,2024,17,205,2024-SE17
PUENTE PIEDRA,2024,18,196,2024-SE18
PUENTE PIEDRA,2024,19,177,2024-SE19
PUENTE PIEDRA,2024,20,127,2024-SE20
PUENTE PIEDRA,2024,21,122,2024-SE21
PUENTE PIEDRA,2024,22,70,2024-SE22
PUENTE PIEDRA,2024,23,51,2024-SE23
PUENTE PIEDRA,2024,24,35,2024-SE24
PUENTE PIEDRA,2024,25,20,2024-SE25
PUENTE PIEDRA,2024,26,8,2024-SE26
PUENTE PIEDRA,2024,27,5,2024-SE27
PUENTE PIEDRA,2024,28,1,2024-SE28
PUENTE PIEDRA,2024,29,1,2024-SE29
PUENTE PIEDRA,2024,30,1,2024-SE30
PUENTE PIEDRA,2024,31,2,2024-SE31
PUENTE PIEDRA,2024,37,2,2024-SE37
PUENTE PIEDRA,2024,45,1,2024-SE45
PUENTE PIEDRA,2024,48,1,2024-SE48
PUNTA HERMOSA,2023,20,1,2023-SE20
PUNTA HERMOSA,2023,22,1,2023-SE22
PUNTA HERMOSA,2023,23,1,2023-SE23
PUNTA HERMOSA,2023,25,1,2023-SE25
PUNTA HERMOSA,2024,10,1,2024-SE10
PUNTA HERMOSA,2024,15,2,2024-SE15
PUNTA HERMOSA,2024,17,1,2024-SE17
PUNTA HERMOSA,2024,18,1,2024-SE18
PUNTA HERMOSA,2024,22,1,2024-SE22
PUNTA NEGRA,2024,8,1,2024-SE08
PUNTA NEGRA,2024,9,3,2024-SE09
PUNTA NEGRA,2024,12,3,2024-SE12
PUNTA NEGRA,2024,14,1,2024-SE14
PUNTA NEGRA,2024,15,1,2024-SE15
PUNTA NEGRA,2024,16,3,2024-SE16
PUNTA NEGRA,2024,17,1,2024-SE17
PUNTA NEGRA,2024,18,2,2024-SE18
PUNTA NEGRA,2024,20,1,2024-SE20
QUILMANA,2021,21,1,2021-SE21
QUILMANA,2023,15,7,2023-SE15
QUILMANA,2023,16,33,2023-SE16
QUILMANA,2023,17,43,2023-SE17
QUILMANA,2023,18,31,2023-SE18
QUILMANA,2023,19,30,2023-SE19
QUILMANA,2023,20,52,2023-SE20
QUILMANA,2023,21,40,2023-SE21
QUILMANA,2023,22,25,2023-SE22
QUILMANA,2023,23,26,2023-SE23
QUILMANA,2023,24,20,2023-SE24
QUILMANA,2023,25,7,2023-SE25
QUILMANA,2023,26,7,2023-SE26
QUILMANA,2023,27,6,2023-SE27
QUILMANA,2023,28,8,2023-SE28
QUILMANA,2023,29,3,2023-SE29
QUILMANA,2023,30,5,2023-SE30
QUILMANA,2023,31,8,2023-SE31
QUILMANA,2023,32,7,2023-SE32
QUILMANA,2023,33,2,2023-SE33
QUILMANA,2023,37,1,2023-SE37
QUILMANA,2023,39,1,2023-SE39
QUILMANA,2023,40,1,2023-SE40
QUILMANA,2023,41,2,2023-SE41
QUILMANA,2023,42,2,2023-SE42
QUILMANA,2023,43,1,2023-SE43
QUILMANA,2023,44,1,2023-SE44
QUILMANA,2023,47,4,2023-SE47
QUILMANA,2024,6,3,2024-SE06
QUILMANA,2024,7,2,2024-SE07
QUILMANA,2024,8,2,2024-SE08
QUILMANA,2024,9,4,2024-SE09
QUILMANA,2024,10,7,2024-SE10
QUILMANA,2024,11,10,2024-SE11
QUILMANA,2024,12,15,2024-SE12
QUILMANA,2024,13,10,2024-SE13
QUILMANA,2024,14,22,2024-SE14
QUILMANA,2024,15,17,2024-SE15
QUILMANA,2024,16,25,2024-SE16
QUILMANA,2024,17,8,2024-SE17
QUILMANA,2024,18,15,2024-SE18
QUILMANA,2024,19,11,2024-SE19
QUILMANA,2024,20,3,2024-SE20
QUILMANA,2024,21,7,2024-SE21
QUILMANA,2024,22,4,2024-SE22
QUILMANA,2024,23,1,2024-SE23
RICARDO PALMA,2021,14,2,2021-SE14
RICARDO PALMA,2021,16,1,2021-SE16
RICARDO PALMA,2022,13,3,2022-SE13
RICARDO PALMA,2022,15,1,2022-SE15
RICARDO PALMA,2023,17,2,2023-SE17
RICARDO PALMA,2023,18,1,2023-SE18
RICARDO PALMA,2023,21,1,2023-SE21
RICARDO PALMA,2023,23,2,2023-SE23
RICARDO PALMA,2023,25,1,2023-SE25
RICARDO PALMA,2023,26,5,2023-SE26
RICARDO PALMA,2023,27,2,2023-SE27
